"	O
in	O
terms	O
of	O
tennis	O
,	O
i	O
think	O
the	O
junior	O
players	O
are	O
really	O
good	O
now	O
.	O

croft	O
29-6-64-1	O
,	O
cork	O
14.3-4-45-1	O
,	O
salisbury	O
17-0-91-0	O

-docstart-	O

english	O
division	O
one	O
-	O
birmingham	O
v	O
barnsley	O
,	O
bradford	O
v	O

if	O
your	O
team	O
does	O
well	O
,	O
you	O
'll	O
do	O
well	O
.	O

gujral	O
said	O
india	S-LOC
had	O
national	O
security	O
concerns	O
that	O
made	O
it	O
impossible	O
for	O
new	B-LOC
delhi	E-LOC
to	O
sign	O
the	O
ctbt	O
.	O

their	O
release	O
has	O
been	O
negotiated	O
by	O
islamist	O
writer	O
ismail	O
nacar	O
as	O
part	O
of	O
a	O
wider	O
effort	O
,	O
partly	O
backed	O
by	O
prime	O
minister	O
necmettin	O
erbakan	O
,	O
to	O
find	O
a	O
political	O
solution	O
to	O
turkey	S-LOC
's	O
kurdish	O
problem	O
.	O

lens	O
3	O
montpellier	O
2	O

the	O
pair	O
last	O
worked	O
together	O
when	O
scotland	S-LOC
won	O
the	O
five	O
nations	O
grand	O
slam	O
in	O
1990	O
.	O

he	O
is	O
ajax	O
's	O
sixth	O
new	O
signing	O
this	O
year	O
,	O
joining	O
midfielder	O
richard	O
witschge	O
,	O
defenders	O
john	O
veldman	O
and	O
mariano	O
juan	O
and	O
strikers	O
tijjani	O
babangida	O
and	O
dani	O
.	O

attendance	O
48,123	O
.	O

nairobi	S-LOC
1996-08-27	O

at	O
the	O
company	O
's	O
nordegg	O
prospect	O
,	O
the	O
apache	O
et	O
al	O
saunders	O
14-28	O
,	O
has	O
reached	O
total	O
depth	O
in	O
the	O
leduc	B-LOC
reef	E-LOC
at	O
approximately	O
3,800	O
feet	O
and	O
has	O
been	O
abandoned	O
,	O
arch	O
said	O
.	O

-	O
western	B-LOC
hemisphere	E-LOC

-docstart-	O

to	O
get	O
those	O
results	O
,	O
27	O
percent	O
of	O
the	O
companies	O
surveyed	O
plan	O
to	O
eliminate	O
base	O
pay	O
increases	O
in	O
favour	O
of	O
cash	O
bonuses	O
and	O
incentives	O
,	O
such	O
as	O
employee	O
and	O
team	O
award	O
programmes	O
and	O
education	O
.	O

167	O

issuer	O
:	O
akron	O

cboe	O
in	O
routine	O
review	O
of	O
mfs	O
options	O
.	O

mark	O
philippoussis	O
beat	O
fellow	O
australian	O
mark	O
woodforde	O
6-7	O
(	O
6-8	O
)	O
6-3	O
6-3	O
6-3	O
in	O
a	O
men	O
's	O
singles	O
first	O
round	O
match	O
at	O
the	O
u.s.	O
open	O
on	O
tuesday	O
.	O

kidnappers	O
have	O
seized	O
a	O
dutch	O
couple	O
who	O
manage	O
a	O
farm	O
in	O
northern	O
costa	B-LOC
rica	E-LOC
and	O
have	O
demanded	O
a	O
$	O
1.5	O
million	O
ransom	O
,	O
authorities	O
said	O
on	O
monday	O
.	O

the	O
spokesman	O
peter	O
lerner	O
said	O
he	O
knew	O
nothing	O
about	O
soldiers	O
having	O
stolen	O
anything	O
from	O
the	O
palestinians	O
.	O

dhaka	S-LOC
1996-08-27	O

london	S-LOC
1996-08-27	O

conversion	O
:	O

-docstart-	O

golf	S-LOC
-	O
thunderstorms	O
force	O
suspension	O
of	O
second	O
round	O
in	O
akron	S-LOC
.	O

michael	O
conlon	O

greg	O
frost	O

moscow	S-LOC
1996-08-28	O

however	O
,	O
he	O
singled	O
out	O
"	O
mission	O
:	O
impossible	O
"	O
as	O
an	O
especially	O
entertaining	O
movie	O
,	O
daily	O
variety	O
said	O
.	O

norman	O
,	O
a	O
two-time	O
british	O
open	O
champion	O
,	O
parted	O
ways	O
with	O
his	O
long-time	O
mentor	O
after	O
drawing	O
a	O
blank	O
in	O
this	O
year	O
's	O
four	O
majors	O
,	O
winning	O
two	O
tournaments	O
worldwide	O
.	O

kathmandu	S-LOC
1996-08-23	O

"	O
every	O
time	O
the	O
senate	O
hacks	O
away	O
at	O
the	O
budget	O
,	O
they	O
hack	O
away	O
at	O
the	O
lower	O
interest	O
rate	O
environment	O
,	O
