tennis	O
-	O
results	O
at	O
canadian	O
open	O
.	O

-docstart-	O

colombian	O
peso	O
closes	O
lower	O
,	O
importers	O
buy	O
dlrs	O
.	O

tirana	O
1996-08-27	O

klas	B-PER
eriksson	E-PER
(	O
sweden	O
)	O
71	O
75	O
72	O
,	O
mike	B-PER
clayton	E-PER
(	O
australia	O
)	O

-docstart-	O

crystal	O
palace	O
3	O
oldham	O
1	O

the	O
statement	O
said	O
the	O
puk	O
resumed	O
its	O
attack	O
on	O
monday	O
morning	O
on	O
kdp	O
positions	O
near	O
rawandouz	O
and	O
indiscriminately	O
shelled	O
the	O
town	O
of	O
dayana	O
,	O
killing	O
a	O
priest	O
and	O
injuring	O
some	O
civilians	O
.	O

the	O
bank	O
earlier	O
warned	O
that	O
profit	O
growth	O
would	O
slow	O
in	O
the	O
second	O
half	O
,	O
citing	O
the	O
increasing	O
momentum	O
in	O
profit	O
growth	O
in	O
the	O
comparative	O
period	O
of	O
1995	O
and	O
increased	O
investment	O
.	O

higher	O
spending	O
by	O
foreign	O
visitors	O
and	O
less	O
canadian	O
tourist	O
spending	O
abroad	O
cut	O
the	O
deficit	O
in	O
canada	O
's	O
international	O
travel	O
account	O
by	O
26.5	O
percent	O
in	O
the	O
second	O
quarter	O
,	O
statistics	O
canada	O
said	O
on	O
thursday	O
.	O

the	O
announcement	O
of	O
the	O
contract	O
for	O
3	O
million	O
set-top	O
boxes	O
gave	O
new	O
hope	O
to	O
zenith	O
,	O
which	O
has	O
struggled	O
with	O
years	O
of	O
losses	O
.	O

put	O
d	O
94.00	O
pct	O
0.94	O
dem	O
2.40	O
pct	O
101.40	O
x	O

the	O
company	O
said	O
that	O
during	O
the	O
quarter	O
,	O
which	O
began	O
june	O
1	O
,	O
it	O
bought	O
$	O
30	O
million	O
par	O
value	O
of	O
its	O
outstanding	O
10-3/8	O
percent	O
senior	O
notes	O
due	O
2001	O
.	O

they	O
said	O
dozens	O
of	O
trucks	O
began	O
moving	O
through	O
the	O
tunnel	O
from	O
both	O
directions	O
after	O
the	O
road	O
reopened	O
.	O

average	O
prices	O
and	O
representative	O
prices	O
for	O
table	O
wines	O
at	O
the	O
various	O
marketing	O
centres	O
(	O
96	O
/	O
c	O
251/02	O
)	O

295	O
stewart	B-PER
ginn	E-PER
(	O
australia	O
)	O
73	O
72	O
77	O
73	O

china	O
thanks	O
gabon	O
for	O
support	O
on	O
human	O
rights	O
.	O

ipo	O
filing	O
-	O
transkaryotic	O
therapies	O
inc	O
.	O

corrigendum	O
to	O
commission	O
regulation	O
(	O
ec	O
)	O
no	O
1464/96	O
of	O
25	O
july	O
1996	O
relating	O
to	O
a	O
standing	O
invitation	O
to	O
tender	O
to	O
determine	O
levies	O
and	O
/	O
or	O
refunds	O
on	O
exports	O
of	O
white	O
sugar	O
(	O
oj	O
no	O
l	O
187	O
of	O
26.7.1996	O
)	O

johannesburg	O
1996-08-24	O

-docstart-	O

men	O
's	O
1,500	O
metres	O

"	O
we	O
are	O
israelis	O
,	O
there	O
is	O
no	O
question	O
about	O
that	O
,	O
"	O
said	O
karem	B-PER
haj	I-PER
yihye	E-PER
,	O
a	O
hotel	O
waiter	O
.	O

the	O
bank	O
of	O
france	O
drained	O
3.9	O
billion	O
francs	O
at	O
a	O
securities	O
repurchase	O
tender	O
held	O
on	O
monday	O
to	O
allocate	O
funds	O
for	O
injection	O
into	O
the	O
money	O
market	O
on	O
tuesday	O
.	O

nigeria	O
would	O
not	O
object	O
to	O
a	O
visit	O
by	O
commonwealth	O
officials	O
but	O
insists	O
its	O
suspension	O
from	O
the	O
organisation	O
be	O
resolved	O
before	O
any	O
other	O
questions	O
are	O
addressed	O
,	O
foreign	O
minister	O
tom	B-PER
ikimi	E-PER
said	O
on	O
thursday	O
.	O

sutjeska	O
3	O
2	O
0	O
1	O
6	O
3	O
6	O

a.	B-PER
stewart	E-PER
not	O
out	O
40	O

malawi	O
's	O
frail	O
former	O
president	O
,	O
kamuzu	B-PER
banda	E-PER
,	O
said	O
on	O
saturday	O
in	O
a	O
rare	O
public	O
interview	O
that	O
he	O
was	O
feeling	O
well	O
despite	O
his	O
advanced	O
years	O
.	O

lierse	O
4	O
charleroi	O
0	O

deputy	O
secretary	O
of	O
state	O
strobe	B-PER
