reuters	O
has	O
not	O
verified	O
these	O
stories	O
and	O
does	O
not	O
vouch	O
for	O
their	O
accuracy	O
.	O

the	O
tigers	O
have	O
won	O
consecutive	O
games	O
after	O
dropping	O
eight	O
in	O
a	O
row	O
,	O
but	O
have	O
won	O
nine	O
of	O
their	O
last	O
12	O
at	O
home	O
.	O

the	O
previous	O
mark	O
of	O
26:43.53	O
was	O
set	O
by	O
ethiopia	O
's	O
haile	O
gebreselassie	O
in	O
the	O
dutch	S-MISC
town	O
of	O
hengelo	O
in	O
june	O
last	O
year	O
.	O

"	O
it	O
might	O
be	O
sooner	O
than	O
you	O
think	O
,	O
"	O
he	O
told	O
reporters	O
after	O
briefing	O
the	O
security	O
council	O
on	O
arrangements	O
for	O
monitors	O
needed	O
to	O
carry	O
out	O
the	O
agreement	O
.	O

women	O
's	O
singles	O
,	O
second	O
round	O

aei	O
's	O
spanish	S-MISC
operation	O
wins	O
iso	B-MISC
9002	E-MISC
.	O

the	O
spokesman	O
said	O
sbc	O
warburg	O
has	O
also	O
put	O
an	O
"	O
add	O
"	O
recommendation	O
on	O
slough	O
estates	O
'	O
shares	O
,	O
but	O
added	O
that	O
this	O
"	O
is	O
a	O
general	O
move	O
,	O
not	O
because	O
of	O
the	O
results	O
.	O
"	O

131	O
carl	O
suneson	O
65	O
66	O
,	O
stephen	O
field	O
66	O
65	O

laurence	O
courtois	O
(	O
belgium	O
)	O
beat	O
flora	O
perfetti	O
(	O
italy	O
)	O
6-4	O
3-6	O
6-2	O

lens	O
3	O
3	O
0	O
0	O
6	O
1	O
9	O

cyprien	O
,	O
who	O
won	O
his	O
one	O
french	S-MISC
cap	O
against	O
italy	O
in	O
february	O
1994	O
,	O
cannot	O
play	O
in	O
switzerland	O
or	O
elsewhere	O
until	O
may	O
next	O
year	O
.	O

won	O
,	O
drawn	O
,	O
lost	O
,	O
goals	O
for	O
,	O
goals	O
against	O
,	O
points	O
)	O
:	O

dnipro	O
dnipropetrovsk	O
2	O
cska	O
kiev	O
1	O

after	O
friday	O
's	O
opening	O
practice	O
sessions	O
for	O
sunday	O
's	O

2.	O
benson	O
koech	O
(	O
kenya	O
)	O
1:45.96	O

mitchell	O
also	O
beat	O
world	O
and	O
olympic	S-MISC
champion	O
bailey	O
at	O
the	O
most	O
lucrative	O
meeting	O
in	O
the	O
sport	O
in	O
zurich	O
last	O
week	O
.	O

the	O
eco-challenge	S-MISC
has	O
been	O
staged	O
twice	O
before	O
--	O
in	O
utah	O
and	O
maine	O
last	O
year	O
--	O
and	O
is	O
modelled	O
on	O
similar	O
races	O
overseas	O
.	O

the	O
magazine	O
said	O
video	O
cameras	O
had	O
also	O
been	O
used	O
to	O
film	O
